energy_boost,energy_boost_badge.png,,,
superfood,superfood_badge.png,,,
lo_carb,lo_carb_badge.png,,,
healthy_meal,healthy_meal_badge.png,,,
breakfast,breakfast_badge.png,,,
fibre,fibre_badge.png,,,
hi_protein,hi_protein_badge.png,,,
